Resolution,Date,Summary
A/HRC/RES/23/26,2013/06/14,"The deterioration of the situation of human rights in the Syrian Arab Republic, and the need to grant immediate access to the commission of inquiry :resolution /adopted by the Human Rights Council at its 23rd session"
A/HRC/RES/24/22,2013/09/27,The continuing grave deterioration of the human rights and humanitarian situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 24th session
A/HRC/RES/26/23,2014/06/27,The continuing grave deterioration in the human rights and humanitarian situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 26th session
A/HRC/RES/27/16,2014/09/25,The continuing grave deterioration in the human rights and humanitarian situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 27th session
A/HRC/28/L.36,2015/03/24,The continuing grave deterioration in the human rights and humanitarian situation in the Syrian Arab Republic :amendment /Human Rights Council at its 28th session
A/HRC/RES/28/20,2015/03/27,The continuing grave deterioration in the human rights and humanitarian situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 28th session
A/HRC/RES/28/24,2015/03/27,Human rights in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 28th session
A/HRC/RES/28/26,2015/03/27,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 28th session"
A/HRC/RES/29/16,2015/07/02,The grave and deteriorating human rights and humanitarian situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 29th session
A/HRC/30/L.33,2015/09/29,The grave and deteriorating human rights and humanitarian situation in the Syrian Arab Republic :amendment /Human Rights Council at its 30th session
A/HRC/RES/30/10,2015/10/01,The grave and deteriorating human rights and humanitarian situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 30th session
A/HRC/RES/31/17,2016/03/23,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 31st session
A/HRC/RES/31/36,2016/03/24,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 31st session"
A/HRC/RES/32/25,2016/07/01,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 32nd session
A/HRC/RES/33/23,2016/09/30,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 33rd session
A/HRC/RES/S-25/1,2016/10/21,"The deteriorating situation of human rights in the Syrian Arab Republic, and the recent situation in Aleppo :resolution /adopted by the Human Rights Council at its 25th special session"
A/HRC/RES/34/26,2017/03/24,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 34th session
A/HRC/RES/34/27,2017/03/24,Human rights in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 34th session
A/HRC/RES/35/26,2017/06/23,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 35th session
A/HRC/RES/36/20,2017/09/29,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 36th session
A/HRC/RES/37/1,2018/03/05,"The deteriorating situation of human rights in Eastern Ghouta, in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 37th session"
A/HRC/37/L.2,2018/03/05,"The deteriorating situation of human rights in Eastern Ghouta, in the Syrian Arab Republic :amendment /Human Rights Council at its 37th session"
A/HRC/37/L.3,2018/03/05,"The deteriorating situation of human rights in Eastern Ghouta, in the Syrian Arab Republic :amendment /Human Rights Council at its 37th session"
A/HRC/37/L.4,2018/03/05,"The deteriorating situation of human rights in Eastern Ghouta, in the Syrian Arab Republic :amendment /Human Rights Council at its 37th session"
A/HRC/37/L.5,2018/03/05,"The deteriorating situation of human rights in Eastern Ghouta, in the Syrian Arab Republic :amendment /Human Rights Council at its 37th session"
A/HRC/RES/37/29,2018/03/23,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 37th session
A/HRC/RES/37/36,2018/03/23,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 37th session"
A/HRC/37/L.60,2018/03/23,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 37th session
A/HRC/RES/38/16,2018/07/06,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 38th session
A/HRC/38/L.28,2018/07/06,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 38th session
A/HRC/38/L.29,2018/07/06,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 38th session
A/HRC/38/L.30,2018/07/06,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 38th session
A/HRC/38/L.31,2018/07/06,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 38th session
A/HRC/RES/39/15,2018/09/28,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/39/L.26,2018/09/28,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 39th session
A/HRC/39/L.27,2018/09/28,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 39th session
A/HRC/39/L.28,2018/09/28,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 39th session
A/HRC/39/L.29,2018/09/28,The human rights situation in the Syrian Arab Republic :amendment /Human Rights Council at its 39th session
A/HRC/RES/40/17,2019/03/22,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 40th session
A/HRC/RES/40/21,2019/03/22,Human rights in the occupied Syrian Golan:resolution /adopted by the Human Rights Council at its 40th session
A/HRC/RES/40/24,2019/03/22,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 40th session"
A/HRC/RES/41/23,2019/07/12,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 41st session
A/HRC/RES/42/27,2019/09/27,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 42nd session
A/HRC/RES/43/28,2020/06/22,Situation of human rights in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 43rd session
A/HRC/RES/43/30,2020/06/22,Human rights in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 43rd session
A/HRC/RES/43/31,2020/06/22,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 43rd session"
A/HRC/RES/44/21,2020/07/17,Situation of human rights in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 44th session
A/HRC/RES/45/21,2020/10/06,Situation of human rights in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 45th session
A/HRC/RES/46/22,2021/03/24,Situation of human rights in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 46th session
A/HRC/RES/46/24,2021/03/24,Human rights in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 46th session
A/HRC/RES/46/26,2021/03/24,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 46th session"
A/HRC/RES/47/18,2021/07/13,Situation of human rights in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 47th session
A/HRC/RES/48/15,2021/10/08,Situation of human rights in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 48th session
A/HRC/RES/49/27,2022/04/01,Situation of human rights in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 49th session
A/HRC/RES/49/29,2022/04/01,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 49th session"
A/HRC/RES/49/30,2022/04/01,Human rights in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 49th session
A/HRC/RES/50/19,2022/07/08,Situation of human rights in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 50th session
A/HRC/RES/51/26,2022/10/07,Situation of human rights in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 51st session
A/HRC/RES/52/30,2023/04/04,Situation of human rights in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 52nd session
A/HRC/RES/52/33,2023/04/04,Human rights in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 52nd session
A/HRC/RES/52/35,2023/04/04,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 52nd session"
A/HRC/RES/53/18,2023/07/13,Situation of human rights in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 53rd session
A/HRC/RES/55/22,2024/04/04,Situation of human rights in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 55th session
A/HRC/RES/55/31,2024/04/05,Human rights in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 55th session
A/HRC/RES/55/32,2024/04/05,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 55th session"
A/HRC/RES/57/21,2024/10/10,Situation of human rights in the Syrian Arab Republic  :resolution /adopted by the Human Rights Council at its 57th session
