Resolution,Date,Summary
A/HRC/RES/52/1,2023/04/03,Advancing human rights in South Sudan :resolution /adopted by the Human Rights Council at its 52nd session
A/HRC/RES/52/2,2023/04/03,Promotion and protection of human rights in Nicaragua :resolution /adopted by the Human Rights Council at its 52nd session
A/HRC/RES/52/3,2023/04/03,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem, and the obligation to ensure accountability and justice :resolution /adopted by the Human Rights Council at its 52nd session"
A/HRC/RES/52/13,2023/04/03,The negative impact of unilateral coercive measures on the enjoyment of human rights :resolution /adopted by the Human Rights Council at its 52nd session
A/HRC/RES/52/17,2023/04/03,"Mandate of Independent Expert on the effects of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights, particularly economic, social and cultural rights :resolution /adopted by the Human Rights Council at its 52nd session"
A/HRC/RES/52/21,2023/04/03,"The negative impact of the non-repatriation of funds of illicit origin to the countries of origin on the enjoyment of human rights, and the importance of improving international cooperation :resolution /adopted by the Human Rights Council at its 52nd session"
A/HRC/RES/52/27,2023/04/04,Situation of human rights in the Islamic Republic of Iran :resolution /adopted by the Human Rights Council at its 52nd session
A/HRC/RES/52/29,2023/04/04,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :resolution /adopted by the Human Rights Council at its 52nd session
A/HRC/RES/52/30,2023/04/04,Situation of human rights in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 52nd session
A/HRC/RES/52/32,2023/04/04,Situation of human rights in Ukraine stemming from the Russian aggression :resolution /adopted by the Human Rights Council at its 52nd session
A/HRC/RES/52/33,2023/04/04,Human rights in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 52nd session
A/HRC/RES/52/34,2023/04/04,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 52nd session
A/HRC/RES/52/35,2023/04/04,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 52nd session"
A/HRC/RES/52/37,2023/04/04,Mandate of the Intergovernmental Working Group on the Effective Implementation of the Durban Declaration and Programme of Action :resolution /adopted by the Human Rights Council at its 52nd session
A/HRC/RES/52/40,2023/04/04,Cooperation with Georgia :resolution /adopted by the Human Rights Council at its 52nd session
A/HRC/52/L.64,2023/04/04,"The human right to a clean, healthy and sustainable environment  :amendment /Human Rights Council at its 52nd session"
A/HRC/52/L.47,2023/04/04,Contribution of the Human Rights Council with regard to the human rights implications of drug policy :amendment /Human Rights Council at its 52nd session
A/HRC/52/L.48,2023/04/04,Contribution of the Human Rights Council with regard to the human rights implications of drug policy :amendment /Human Rights Council at its 52nd session
A/HRC/52/L.50,2023/04/04,Contribution of the Human Rights Council with regard to the human rights implications of drug policy :amendment /Human Rights Council at its 52nd session
A/HRC/52/L.51,2023/04/04,Contribution of the Human Rights Council with regard to the human rights implications of drug policy :amendment /Human Rights Council at its 52nd session
A/HRC/52/L.53,2023/04/04,Contribution of the Human Rights Council with regard to the human rights implications of drug policy :amendment /Human Rights Council at its 52nd session
A/HRC/52/L.58,2023/04/04,Contribution of the Human Rights Council with regard to the human rights implications of drug policy :amendment /Human Rights Council at its 52nd session
A/HRC/52/L.59,2023/04/04,Contribution of the Human Rights Council with regard to the human rights implications of drug policy :amendment /Human Rights Council at its 52nd session
A/HRC/52/L.60,2023/04/04,Contribution of the Human Rights Council with regard to the human rights implications of drug policy :amendment /Human Rights Council at its 52nd session
A/HRC/52/L.61,2023/04/04,Contribution of the Human Rights Council with regard to the human rights implications of drug policy :amendment /Human Rights Council at its 52nd session
A/HRC/RES/S-36/1,2023/05/11,The human rights impact of the ongoing conflict in the Sudan :resolution /adopted by the Human Rights Council at its 36th special session
A/HRC/RES/53/1,2023/07/12,"Countering religious hatred constituting incitement to discrimination, hostility or violence :resolution /adopted by the Human Rights Council at its 53rd session"
A/HRC/RES/53/2,2023/07/12,Situation of human rights in Eritrea :resolution /adopted by the Human Rights Council at its 53rd session
A/HRC/RES/53/5,2023/07/12,Mandate of Independent Expert on human rights and international solidarity :resolution /adopted by the Human Rights Council at its 53rd session
A/HRC/RES/53/11,2023/07/12,Enhancement of international cooperation in the field of human rights :resolution /adopted by the Human Rights Council at its 53rd session
A/HRC/RES/53/18,2023/07/13,Situation of human rights in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 53rd session
A/HRC/RES/53/19,2023/07/13,Situation of human rights in Belarus :resolution /adopted by the Human Rights Council at its 53rd session
A/HRC/RES/53/22,2023/07/13,"Enhancement of technical cooperation and capacity-building in the field of human rights in Colombia to implement the recommendations of the Commission for the Clarification of Truth, Coexistence and Non-Repetition :resolution /adopted by the Human Rights Council at its 53rd session"
A/HRC/53/L.31,2023/07/13,"Child, early and forced marriage: ending and preventing forced marriage :amendment /Human Rights Council at its 53rd session"
A/HRC/53/L.32,2023/07/13,"Child, early and forced marriage: ending and preventing forced marriage :amendment /Human Rights Council at its 53rd session"
A/HRC/53/L.41,2023/07/13,"Child, early and forced marriage: ending and preventing forced marriage :amendment /Human Rights Council at its 53rd session"
