Resolution,Date,Summary
A/HRC/RES/10/21,2009/03/26,"Follow-up to Council resolution S-9/1 on the grave violations of human rights in the Occupied Palestinian Territory, particularly due to the recent Israeli military attacks against the occupied Gaza Strip :resolution /adopted by the Human Rights Council at its 10th session"
A/HRC/RES/S-12/1,2009/10/16,"The human rights situation in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 12th special session"
A/HRC/RES/13/6,2010/03/24,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 13th session
A/HRC/RES/13/7,2010/03/24,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 13th session"
A/HRC/RES/13/8,2010/03/24,"The grave human rights violations by Israel in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 13th session"
A/HRC/RES/16/29,2011/03/25,"The Human Rights Situation in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 16th session"
A/HRC/RES/16/30,2011/03/25,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 16th session
A/HRC/RES/16/31,2011/03/25,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 16th session"
A/HRC/RES/19/15,2012/03/22,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 19th session
A/HRC/RES/19/16,2012/03/22,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 19th session"
A/HRC/RES/19/17,2012/03/22,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 19th session"
A/HRC/RES/22/26,2013/03/22,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 22nd session"
A/HRC/RES/22/27,2013/03/22,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 22nd session
A/HRC/RES/22/28,2013/03/22,"Human Rights situation in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 22nd session"
A/HRC/RES/22/29,2013/03/22,"Follow-up to the report of the independent international fact-finding mission to investigate the implications of Israeli settlements on the civil, political, economic, social and cultural rights of the Palestinian people throughout the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 22nd session"
A/HRC/RES/S-21/1,2014/07/23,"Ensuring respect for international law in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 21st special session"
A/HRC/RES/28/25,2015/03/27,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 28th session
A/HRC/RES/28/26,2015/03/27,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 28th session"
A/HRC/RES/28/27,2015/03/27,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 28th session"
A/HRC/RES/29/25,2015/07/03,"Ensuring accountability and justice for all violations of international law in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 29th session"
A/HRC/RES/31/34,2016/03/24,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 31st session"
A/HRC/RES/31/35,2016/03/24,"Ensuring accountability and justice for all violations of international law in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 31st session"
A/HRC/RES/31/36,2016/03/24,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 31st session"
A/HRC/RES/34/28,2017/03/24,"Ensuring accountability and justice for all violations of international law in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 34th session"
A/HRC/RES/34/29,2017/03/24,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 34th session
A/HRC/RES/34/30,2017/03/24,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 34th session"
A/HRC/RES/34/31,2017/03/24,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 34th session"
A/HRC/RES/37/34,2018/03/23,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 37th session
A/HRC/RES/37/35,2018/03/23,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 37th session"
A/HRC/RES/37/36,2018/03/23,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 37th session"
A/HRC/RES/37/37,2018/03/23,"Ensuring accountability and justice for all violations of international law in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 37th session"
A/HRC/RES/S-28/1,2018/05/18,"Violations of international law in the context of large-scale civilian protests in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 28th special session"
A/HRC/RES/40/13,2019/03/22,"Ensuring accountability and justice for all violations of international law in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 40th session"
A/HRC/RES/40/22,2019/03/22,Right of the Palestinian people to self-determination  :resolution /adopted by the Human Rights Council at its 40th session
A/HRC/RES/40/23,2019/03/22,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 40th session"
A/HRC/RES/40/24,2019/03/22,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 40th session"
A/HRC/RES/43/3,2020/06/19,"Ensuring accountability and justice for all violations of international law in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 43rd session"
A/HRC/RES/43/31,2020/06/22,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 43rd session"
A/HRC/RES/43/32,2020/06/22,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 43rd session"
A/HRC/RES/43/33,2020/06/22,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 43rd session
A/HRC/RES/46/3,2021/03/23,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem, and the obligation to ensure accountability and justice :resolution /adopted by the Human Rights Council at its 46th session"
A/HRC/RES/46/25,2021/03/24,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 46th session
A/HRC/RES/46/26,2021/03/24,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 46th session"
A/HRC/RES/S-30/1,2021/05/27,"Ensuring respect for international human rights law and international humanitarian law in the Occupied Palestinian Territory, including East Jerusalem, and in Israel :resolution /adopted by the Human Rights Council at its 30th special session"
A/HRC/RES/49/4,2022/03/31,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem, and the obligation to ensure accountability and justice :resolution /adopted by the Human Rights Council at its 49th session"
A/HRC/RES/49/28,2022/04/01,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 49th session
A/HRC/RES/49/29,2022/04/01,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 49th session"
A/HRC/RES/52/3,2023/04/03,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem, and the obligation to ensure accountability and justice :resolution /adopted by the Human Rights Council at its 52nd session"
A/HRC/RES/52/34,2023/04/04,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 52nd session
A/HRC/RES/52/35,2023/04/04,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 52nd session"
A/HRC/RES/55/28,2024/04/05,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem, and the obligation to ensure accountability and justice :resolution /adopted by the Human Rights Council at its 55th session"
A/HRC/RES/55/30,2024/04/05,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 55th session
A/HRC/RES/55/32,2024/04/05,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 55th session"
