Resolution,Date,Summary
A/HRC/RES/37/1,2018/03/05,"The deteriorating situation of human rights in Eastern Ghouta, in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 37th session"
A/HRC/RES/37/3,2018/03/22,Integrity of the judicial system :resolution /adopted by the Human Rights Council at its 37th session
A/HRC/RES/37/10,2018/03/22,The right to food :resolution /adopted by the Human Rights Council at its 37th session
A/HRC/RES/37/11,2018/03/22,"The effects of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights, particularly economic, social and cultural rights :resolution /adopted by the Human Rights Council at its 37th session"
A/HRC/RES/37/21,2018/03/23,Human rights and unilateral coercive measures :resolution /adopted by the Human Rights Council at its 37th session
A/HRC/RES/37/23,2018/03/23,Promoting mutually beneficial cooperation in the field of human rights :resolution /adopted by the Human Rights Council at its 37th session
A/HRC/RES/37/29,2018/03/23,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 37th session
A/HRC/RES/37/30,2018/03/23,Situation of human rights in the Islamic Republic of Iran :resolution /adopted by the Human Rights Council at its 37th session
A/HRC/RES/37/32,2018/03/23,Situation of human rights in Myanmar :resolution /adopted by the Human Rights Council at its 37th session
A/HRC/RES/37/34,2018/03/23,Right of the Palestinian people to self-determination :resolution /adopted by the Human Rights Council at its 37th session
A/HRC/RES/37/35,2018/03/23,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 37th session"
A/HRC/RES/37/36,2018/03/23,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 37th session"
A/HRC/RES/37/37,2018/03/23,"Ensuring accountability and justice for all violations of international law in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 37th session"
A/HRC/RES/37/40,2018/03/23,Cooperation with Georgia :resolution /adopted by the Human Rights Council at its 37th session
A/HRC/RES/37/42,2018/03/23,Contribution to the implementation of the joint commitment to effectively addressing and countering the world drug problem with regard to human rights  :resolution /adopted by the Human Rights Council at its 37th session
A/HRC/RES/S-28/1,2018/05/18,"Violations of international law in the context of large-scale civilian protests in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 28th special session"
A/HRC/RES/38/2,2018/07/05,Human rights and international solidarity :resolution /adopted by the Human Rights Council at its 38th session
A/HRC/RES/38/3,2018/07/05,Enhancement of international cooperation in the field of human rights  :resolution /adopted by the Human Rights Council at its 38th session
A/HRC/RES/38/12,2018/07/06,Civil society space : engagement with international and regional organizations :resolution /adopted by the Human Rights Council at its 38th session
A/HRC/RES/38/14,2018/07/06,Situation of human rights in Belarus :resolution /adopted by the Human Rights Council at its 38th session
A/HRC/RES/38/16,2018/07/06,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 38th session
A/HRC/RES/38/18,2018/07/06,The contribution of the Human Rights Council to the prevention of human rights violations :resolution /adopted by the Human Rights Council at its 38th session
A/HRC/RES/39/1,2018/09/27,Promotion and protection of human rights in the Bolivarian Republic of Venezuela :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/2,2018/09/27,Situation of human rights of Rohingya Muslims and other minorities in Myanmar :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/4,2018/09/27,Promotion of a democratic and equitable international order :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/5,2018/09/27,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/8,2018/09/27,The human rights to safe drinking water and sanitation :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/9,2018/09/27,The right to development :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/12,2018/09/28,United Nations Declaration on the Rights of Peasants and Other People Working in Rural Areas :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/14,2018/09/28,Situation of human rights in Burundi :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/15,2018/09/28,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 39th session
A/HRC/RES/39/16,2018/09/28,Human rights situation in Yemen :resolution /adopted by the Human Rights Council at its 39th session
