Resolution,Date,Summary
A/HRC/RES/40/2,2019/03/21,Promotion and protection of human rights in Nicaragua :resolution /adopted by the Human Rights Council at its 40th session
A/HRC/RES/40/3,2019/03/21,The negative impact of unilateral coercive measures on the enjoyment of human rights :resolution /adopted by the Human Rights Council at its 40th session
A/HRC/RES/40/4,2019/03/21,"The negative impact of the non-repatriation of funds of illicit origin to the countries of origin on the enjoyment of human rights, and the importance of improving international cooperation :resolution /adopted by the Human Rights Council at its 40th session"
A/HRC/RES/40/8,2019/03/21,"The effects of foreign debt and other related international financial obligations of States on the full enjoyment of all human rights, particularly economic, social and cultural rights :resolution /adopted by the Human Rights Council at its 40th session"
A/HRC/RES/40/13,2019/03/22,"Ensuring accountability and justice for all violations of international law in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 40th session"
A/HRC/RES/40/17,2019/03/22,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 40th session
A/HRC/RES/40/18,2019/03/22,Situation of human rights in the Islamic Republic of Iran :resolution /adopted by the Human Rights Council at its 40th session
A/HRC/RES/40/21,2019/03/22,Human rights in the occupied Syrian Golan:resolution /adopted by the Human Rights Council at its 40th session
A/HRC/RES/40/22,2019/03/22,Right of the Palestinian people to self-determination  :resolution /adopted by the Human Rights Council at its 40th session
A/HRC/RES/40/23,2019/03/22,"Human rights situation in the Occupied Palestinian Territory, including East Jerusalem :resolution /adopted by the Human Rights Council at its 40th session"
A/HRC/RES/40/24,2019/03/22,"Israeli settlements in the Occupied Palestinian Territory, including East Jerusalem, and in the occupied Syrian Golan :resolution /adopted by the Human Rights Council at its 40th session"
A/HRC/RES/40/28,2019/03/22,Cooperation with Georgia :resolution /adopted by the Human Rights Council at its 40th session
A/HRC/RES/40/29,2019/03/22,Situation of human rights in Myanmar :resolution /adopted by the Human Rights Council at its 40th session
A/HRC/RES/41/1,2019/07/11,Situation of human rights in Eritrea :resolution /adopted by the Human Rights Council at its 41st session
A/HRC/RES/41/2,2019/07/11,Promotion and protection of human rights in the Philippines :resolution /adopted by the Human Rights Council at its 41st session
A/HRC/RES/41/3,2019/07/11,Enhancement of international cooperation in the field of human rights :resolution /adopted by the Human Rights Council at its 41st session
A/HRC/RES/41/4,2019/07/11,Promotion of the right to peace :resolution /adopted by the Human Rights Council at its 41st session
A/HRC/RES/41/5,2019/07/11,Human rights and international solidarity :resolution /adopted by the Human Rights Council at its 41st session
A/HRC/RES/41/18,2019/07/12,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :resolution /adopted by the Human Rights Council at its 41st session
A/HRC/RES/41/19,2019/07/12,The contribution of development to the enjoyment of all human rights :resolution /adopted by the Human Rights Council at its 41st session
A/HRC/RES/41/22,2019/07/12,Situation of human rights in Belarus :resolution /adopted by the Human Rights Council at its 41st session
A/HRC/RES/41/23,2019/07/12,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 41st session
A/HRC/RES/41/25,2019/07/12,Cooperation with and assistance to Ukraine in the field of human rights :resolution /adopted by the Human Rights Council at its 41st session
A/HRC/RES/42/1,2019/09/26,Composition of staff of the Office of the United Nations High Commissioner for Human Rights :resolution /adopted by the Human Rights Council at its 42nd session
A/HRC/RES/42/2,2019/09/26,Human rights situation in Yemen :resolution /adopted by the Human Rights Council at its 42nd session
A/HRC/RES/42/3,2019/09/26,Situation of human rights of Rohingya Muslims and other minorities in Myanmar :resolution /adopted by the Human Rights Council at its 42nd session
A/HRC/RES/42/4,2019/09/26,Strengthening cooperation and technical assistance in the field of human rights in the Bolivarian Republic of Venezuela :resolution /adopted by the Human Rights Council at its 42nd session
A/HRC/RES/42/8,2019/09/26,Promotion of a democratic and equitable international order :resolution /adopted by the Human Rights Council at its 42nd session
A/HRC/RES/42/9,2019/09/26,The use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination :resolution /adopted by the Human Rights Council at its 42nd session
A/HRC/RES/42/23,2019/09/27,The right to development :resolution /adopted by the Human Rights Council at its 42nd session
A/HRC/RES/42/24,2019/09/27,The question of the death penalty :resolution /adopted by the Human Rights Council at its 42nd session
A/HRC/RES/42/25,2019/09/27,Situation of human rights in the Bolivarian Republic of Venezuela :resolution /adopted by the Human Rights Council at its 42nd session
A/HRC/RES/42/26,2019/09/27,Situation of human rights in Burundi :resolution /adopted by the Human Rights Council at its 42nd session
A/HRC/RES/42/27,2019/09/27,The human rights situation in the Syrian Arab Republic :resolution /adopted by the Human Rights Council at its 42nd session
A/HRC/RES/42/28,2019/09/27,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights :resolution /adopted by the Human Rights Council at its 42nd session"
