Resolution,Date,Summary
A/HRC/41/L.37,2019/07/11,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 41st session
A/HRC/41/L.41,2019/07/11,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 41st session
A/HRC/41/L.46,2019/07/11,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 41st session
A/HRC/41/L.40,2019/07/11,"Consequences of child, early and forced marriage :amendment /Human Rights Council at its 41st session"
A/HRC/41/L.42,2019/07/11,"Consequences of child, early and forced marriage :amendment /Human Rights Council at its 41st session"
A/HRC/41/L.45,2019/07/11,"Consequences of child, early and forced marriage :amendment /Human Rights Council at its 41st session"
A/HRC/41/L.38,2019/07/12,Accelerating efforts to eliminate all forms of violence against women and girls : preventing and responding to violence against women and girls in the world of work :amendment /Human Rights Council at its 41st session
A/HRC/41/L.43,2019/07/12,Accelerating efforts to eliminate all forms of violence against women and girls : preventing and responding to violence against women and girls in the world of work :amendment /Human Rights Council at its 41st session
A/HRC/41/L.44,2019/07/12,Accelerating efforts to eliminate all forms of violence against women and girls : preventing and responding to violence against women and girls in the world of work :amendment /Human Rights Council at its 41st session
A/HRC/41/L.27,2019/07/12,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 41st session
A/HRC/41/L.28,2019/07/12,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 41st session
A/HRC/41/L.29,2019/07/12,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 41st session
A/HRC/41/L.30,2019/07/12,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 41st session
A/HRC/41/L.31,2019/07/12,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 41st session
A/HRC/41/L.32,2019/07/12,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 41st session
A/HRC/41/L.33,2019/07/12,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 41st session
A/HRC/41/L.34,2019/07/12,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 41st session
A/HRC/41/L.35,2019/07/12,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 41st session
A/HRC/41/L.36,2019/07/12,Mandate of the Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 41st session
A/HRC/42/L.39,2019/09/27,The question of the death penalty :amendment /Human Rights Council at its 42nd session
A/HRC/42/L.40,2019/09/27,The question of the death penalty :amendment /Human Rights Council at its 42nd session
A/HRC/42/L.41,2019/09/27,The question of the death penalty :amendment /Human Rights Council at its 42nd session
A/HRC/42/L.46,2019/09/27,The question of the death penalty :amendment /Human Rights Council at its 42nd session
A/HRC/42/L.43,2019/09/27,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights :amendment /Human Rights Council at its 42nd session"
A/HRC/42/L.44,2019/09/27,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights :amendment /Human Rights Council at its 42nd session"
A/HRC/42/L.45,2019/09/27,"Cooperation with the United Nations, its representatives and mechanisms in the field of human rights :amendment /Human Rights Council at its 42nd session"
