Resolution,Date,Summary
A/HRC/28/L.36,2015/03/24,The continuing grave deterioration in the human rights and humanitarian situation in the Syrian Arab Republic :amendment /Human Rights Council at its 28th session
A/HRC/28/L.38,2015/03/24,Prevention of genocide :amendment /Human Rights Council at its 28th session
A/HRC/28/L.42,2015/03/24,Prevention of genocide :amendment /Human Rights Council at its 28th session
A/HRC/29/L.26,2015/06/29,Accelerating Efforts to Eliminate all Forms of Violence Against Women: Eliminating Domestic Violence :amendment /Human Rights Council at its 29th session
A/HRC/29/L.27,2015/06/29,Accelerating Efforts to Eliminate all Forms of Violence Against Women: Eliminating Domestic Violence :amendment /Human Rights Council at its 29th session
A/HRC/29/L.28,2015/06/29,Accelerating Efforts to Eliminate all Forms of Violence Against Women: Eliminating Domestic Violence :amendment /Human Rights Council at its 29th session
A/HRC/29/L.29,2015/06/29,Accelerating Efforts to Eliminate all Forms of Violence Against Women: Eliminating Domestic Violence :amendment /Human Rights Council at its 29th session
A/HRC/29/L.31,2015/06/30,Human Rights and Preventing and Countering Violent Extremism :amendment /Human Rights Council at its 29th session
A/HRC/29/L.37,2015/07/01,Protection of the family: The contribution of the family to the realization of the right to an adequate standard of living for its members particularly through its role in poverty eradication and achieving sustainable development :amendment /Human Rights Council at its 29th session
A/HRC/29/L.38,2015/07/01,Protection of the family: The contribution of the family to the realization of the right to an adequate standard of living for its members particularly through its role in poverty eradication and achieving sustainable development :amendment /Human Rights Council at its 29th session
A/HRC/29/L.39,2015/07/01,Protection of the family: The contribution of the family to the realization of the right to an adequate standard of living for its members particularly through its role in poverty eradication and achieving sustainable development :amendment /Human Rights Council at its 29th session
A/HRC/29/L.40,2015/07/01,Protection of the family: The contribution of the family to the realization of the right to an adequate standard of living for its members particularly through its role in poverty eradication and achieving sustainable development :amendment /Human Rights Council at its 29th session
A/HRC/30/L.33,2015/09/29,The grave and deteriorating human rights and humanitarian situation in the Syrian Arab Republic :amendment /Human Rights Council at its 30th session
A/HRC/30/L.34,2015/09/29,The question of the death penalty :amendment /Human Rights Council at its 30th session
A/HRC/30/L.35,2015/09/29,The question of the death penalty :amendment /Human Rights Council at its 30th session
A/HRC/30/L.36,2015/09/29,The question of the death penalty :amendment /Human Rights Council at its 30th session
A/HRC/30/L.37,2015/09/29,Human Rights and Preventing and Countering Violent Extremism :amendment /Human Rights Council at its 30th session
A/HRC/30/L.38,2015/09/29,Human Rights and Preventing and Countering Violent Extremism :amendment /Human Rights Council at its 30th session
A/HRC/30/L.39,2015/09/29,Human Rights and Preventing and Countering Violent Extremism :amendment /Human Rights Council at its 30th session
A/HRC/30/L.40,2015/09/29,Human Rights and Preventing and Countering Violent Extremism :amendment /Human Rights Council at its 30th session
