Resolution,Date,Summary
A/HRC/44/L.30,2020/07/17,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 44th session
A/HRC/44/L.31,2020/07/17,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 44th session
A/HRC/44/L.32,2020/07/17,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 44th session
A/HRC/44/L.33,2020/07/17,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 44th session
A/HRC/44/L.34,2020/07/17,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 44th session
A/HRC/44/L.24,2020/07/17,The promotion and protection of human rights in the context of peaceful protests :amendment /Human Rights Council at its 44th session
A/HRC/44/L.25,2020/07/17,The promotion and protection of human rights in the context of peaceful protests :amendment /Human Rights Council at its 44th session
A/HRC/44/L.26,2020/07/17,The promotion and protection of human rights in the context of peaceful protests :amendment /Human Rights Council at its 44th session
A/HRC/45/L.2,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.3,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.4,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.5,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.6,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.7,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.8,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.9,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.10,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.11,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.12,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.13,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.14,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.15,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.16,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.17,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.18,2020/09/18,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 45th session
A/HRC/45/L.64,2020/10/07,Rights of the child : realizing the rights of the child through a healthy environment :amendment /Human Rights Council at its 45th session
