Resolution,Date,Summary
A/HRC/49/L.46,2022/04/01,Rights of the child: realizing the rights of the child and family reunification :amendment /Human Rights Council at its 49th session
A/HRC/49/L.47,2022/04/01,Rights of the child: realizing the rights of the child and family reunification :amendment /Human Rights Council at its 49th session
A/HRC/49/L.36,2022/04/01,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 49th session
A/HRC/49/L.37,2022/04/01,Situation of human rights in Belarus in the run-up to the 2020 presidential election and in its aftermath :amendment /Human Rights Council at its 49th session
A/HRC/50/L.48,2022/07/07,"Mandate of Special Rapporteur on violence against women and girls, its causes and its consequences :amendment /Human Rights Council at its 50th session"
A/HRC/50/L.25,2022/07/07,Mandate of Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 50th session
A/HRC/50/L.26,2022/07/07,Mandate of Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 50th session
A/HRC/50/L.27,2022/07/07,Mandate of Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 50th session
A/HRC/50/L.28,2022/07/07,Mandate of Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 50th session
A/HRC/50/L.29,2022/07/07,Mandate of Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 50th session
A/HRC/50/L.30,2022/07/07,Mandate of Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 50th session
A/HRC/50/L.31,2022/07/07,Mandate of Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 50th session
A/HRC/50/L.32,2022/07/07,Mandate of Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 50th session
A/HRC/50/L.33,2022/07/07,Mandate of Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 50th session
A/HRC/50/L.34,2022/07/07,Mandate of Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 50th session
A/HRC/50/L.35,2022/07/07,Mandate of Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 50th session
A/HRC/50/L.36,2022/07/07,Mandate of Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 50th session
A/HRC/50/L.37 as orally revised,2022/07/07,Mandate of Independent Expert on protection against violence and discrimination based on sexual orientation and gender identity :amendment /Human Rights Council at its 50th session
A/HRC/50/L.38,2022/07/08,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 50th session
A/HRC/50/L.39,2022/07/08,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 50th session
A/HRC/50/L.40,2022/07/08,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 50th session
A/HRC/50/L.43,2022/07/08,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 50th session
A/HRC/50/L.45,2022/07/08,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 50th session
A/HRC/50/L.46,2022/07/08,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 50th session
A/HRC/50/L.47,2022/07/08,Elimination of all forms of discrimination against women and girls :amendment /Human Rights Council at its 50th session
A/HRC/50/L.56,2022/07/08,The promotion and protection of human rights in the context of peaceful protests :amendment /Human Rights Council at its 50th session
A/HRC/50/L.57,2022/07/08,The promotion and protection of human rights in the context of peaceful protests :amendment /Human Rights Council at its 50th session
A/HRC/50/L.58,2022/07/08,The promotion and protection of human rights in the context of peaceful protests :amendment /Human Rights Council at its 50th session
A/HRC/50/L.59,2022/07/08,The promotion and protection of human rights in the context of peaceful protests :amendment /Human Rights Council at its 50th session
A/HRC/50/L.61,2022/07/08,The promotion and protection of human rights in the context of peaceful protests :amendment /Human Rights Council at its 50th session
A/HRC/51/L.43,2022/10/06,Arbitrary detention :amendment /Human Rights Council at its 51st session
A/HRC/51/L.44,2022/10/06,Arbitrary detention :amendment /Human Rights Council at its 51st session
A/HRC/51/L.49,2022/10/07,Situation of human rights in Afghanistan :amendment /Human Rights Council at its 51st session
A/HRC/51/L.50,2022/10/07,Situation of human rights in Afghanistan :amendment /Human Rights Council at its 51st session
A/HRC/51/L.51,2022/10/07,Situation of human rights in Afghanistan :amendment /Human Rights Council at its 51st session
A/HRC/51/L.52,2022/10/07,Situation of human rights in Afghanistan :amendment /Human Rights Council at its 51st session
A/HRC/51/L.53,2022/10/07,Situation of human rights in Afghanistan :amendment /Human Rights Council at its 51st session
A/HRC/51/L.54,2022/10/07,Situation of human rights in Afghanistan :amendment /Human Rights Council at its 51st session
A/HRC/51/L.64,2022/10/07,Human rights and transitional justice :amendment /Human Rights Council at its 51st session
A/HRC/51/L.66,2022/10/07,Human rights and transitional justice :amendment /Human Rights Council at its 51st session
